Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	29	0.0162367046	0.00525420424	298.153558	298.153558	298.153558	298.153558	0	0	0	0	0	0	3
2	31	0.0324781022	0.0105084085	298.157165	298.155362	298.153558	298.157165	0.00180382494	0	0	0	0	0	3
3	33	0.0487542881	0.0157626127	298.160815	298.157183	298.153558	298.160815	0.00362419411	0	0	0	0	0	3
4	36	0.0652875332	0.021016817	298.164541	298.159046	298.153558	298.164541	0.00548774484	0	0	0	0	0	3
5	38	0.0837201606	0.0262710212	298.16871	298.161174	298.153558	298.16871	0.00761539134	0	0	0	0	0	3
6	40	0.132420249	0.0315252254	298.179651	298.167969	298.153558	298.179651	0.0144107857	0	0	0	0	0	3
7	42	0.336429492	0.0367794297	298.223654	298.201736	298.153558	298.223654	0.0481776078	0	0	0	0	0	3
8	46	1.67553863	0.0420336339	298.454171	298.403485	298.153558	298.454171	0.249926762	0	0	0	0	0	3
9	50	10.7473596	0.0472878381	299.05961	298.957318	298.153558	299.05961	0.803759872	0	0	0	0	0	3
10	55	44.8039731	0.0525420424	299.591503	299.439378	298.153558	299.591503	1.28581918	0	0	0	0	0	3
11	58	45.6867102	0.0577962466	299.628566	299.443033	298.153558	299.628566	1.2894746	0	0	0	0	0	3
12	61	46.3795552	0.0630504509	299.656644	299.446224	298.153558	299.656644	1.29266565	0	0	0	0	0	3
13	64	46.8586132	0.0683046551	299.675382	299.448567	298.153558	299.675382	1.29500844	0	0	0	0	0	3
14	66	47.2647115	0.0735588593	299.69073	299.450647	298.153558	299.69073	1.29708911	0	0	0	0	0	3
15	69	47.6243691	0.0788130636	299.703922	299.45256	298.153558	299.703922	1.29900182	0	0	0	0	0	3
16	72	48.1363147	0.0840672678	299.721603	299.455422	298.153558	299.721603	1.30186318	0	0	0	0	0	3
17	74	48.6168349	0.0893214721	299.737469	299.458209	298.153558	299.737469	1.30465088	0	0	0	0	0	3
18	77	49.0827006	0.0945756763	299.752216	299.461	298.153558	299.752216	1.30744143	0	0	0	0	0	3
19	79	49.5540243	0.0998298805	299.766497	299.463905	298.153558	299.766497	1.31034711	0	0	0	0	0	3
20	82	50.047109	0.105084085	299.780743	299.467027	298.153558	299.780743	1.31346872	0	0	0	0	0	3
21	85	50.8057684	0.110338289	299.800775	299.472011	298.153558	299.800775	1.31845242	0	0	0	0	0	3
22	87	51.5990821	0.115592493	299.820139	299.477363	298.153558	299.820139	1.32380474	0	0	0	0	0	3
23	90	52.4251184	0.120846697	299.838788	299.483058	298.153558	299.838788	1.32949953	0	0	0	0	0	3
24	93	53.2727271	0.126100902	299.856503	299.489	298.153558	299.856503	1.33544131	0	0	0	0	0	3
25	95	54.130989	0.131355106	299.873139	299.49509	298.153558	299.873139	1.34153195	0	0	0	0	0	3
26	98	55.4182895	0.13660931	299.895008	299.50438	298.153558	299.895008	1.35082157	0	0	0	0	0	3
27	101	56.6950026	0.141863514	299.914602	299.513618	298.153558	299.914602	1.36005935	0	0	0	0	0	3
28	104	57.9460995	0.147117719	299.932106	299.522653	298.153558	299.932106	1.36909481	0	0	0	0	0	3
29	107	59.1662014	0.152371923	299.947826	299.531421	298.153558	299.947826	1.37786255	0	0	0	0	0	3
30	110	60.355004	0.157626127	299.983699	299.540329	298.153558	299.983699	1.386771	0	0	0	0	0	3
31	113	61.8847727	0.162880331	300.088779	299.553887	298.153558	300.088779	1.40032848	0	0	0	0	0	3
32	116	63.379911	0.168134536	300.193064	299.568965	298.153558	300.193064	1.41540674	0	0	0	0	0	3
33	119	64.8470579	0.17338874	300.309163	299.585712	298.153558	300.309163	1.43215351	0	0	0	0	0	3
34	122	66.2896594	0.178642944	300.43588	299.604213	298.153558	300.43588	1.45065494	0	0	0	0	0	3
