Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	29	0.0162367046	0.00525420424	298.153599	298.153599	298.153599	298.153599	0	0	0	0	0	0	3
2	31	0.0324781022	0.0105084085	298.157248	298.155424	298.153599	298.157248	0.00182483337	0	0	0	0	0	3
3	33	0.0487542881	0.0157626127	298.160941	298.157266	298.153599	298.160941	0.00366665335	0	0	0	0	0	3
4	36	0.0652875332	0.021016817	298.164712	298.159152	298.153599	298.164712	0.00555241516	0	0	0	0	0	3
5	38	0.0837201606	0.0262710212	298.168932	298.161305	298.153599	298.168932	0.0077057311	0	0	0	0	0	3
6	40	0.132420249	0.0315252254	298.180012	298.168185	298.153599	298.180012	0.0145855436	0	0	0	0	0	3
7	42	0.336429492	0.0367794297	298.224587	298.202387	298.153599	298.224587	0.0487874772	0	0	0	0	0	3
8	46	1.67553863	0.0420336339	298.457732	298.406461	298.153599	298.457732	0.252861944	0	0	0	0	0	3
9	50	10.7473596	0.0472878381	299.069051	298.965752	298.153599	299.069051	0.812152876	0	0	0	0	0	3
10	55	44.8039731	0.0525420424	299.604728	299.451454	298.153599	299.604728	1.29785468	0	0	0	0	0	3
11	58	45.6867102	0.0577962466	299.642096	299.455137	298.153599	299.642096	1.30153818	0	0	0	0	0	3
12	61	46.3795552	0.0630504509	299.670415	299.458353	298.153599	299.670415	1.30475413	0	0	0	0	0	3
13	64	46.8586132	0.0683046551	299.689253	299.460714	298.153599	299.689253	1.30711473	0	0	0	0	0	3
14	66	47.2647115	0.0735588593	299.704743	299.462811	298.153599	299.704743	1.30921142	0	0	0	0	0	3
15	69	47.6243691	0.0788130636	299.71805	299.464738	298.153599	299.71805	1.31113898	0	0	0	0	0	3
16	72	48.1363147	0.0840672678	299.735887	299.467622	298.153599	299.735887	1.31402274	0	0	0	0	0	3
17	74	48.6168349	0.0893214721	299.751896	299.470432	298.153599	299.751896	1.31683245	0	0	0	0	0	3
18	77	49.0827006	0.0945756763	299.766783	299.473244	298.153599	299.766783	1.31964526	0	0	0	0	0	3
19	79	49.5540243	0.0998298805	299.781186	299.476173	298.153599	299.781186	1.32257419	0	0	0	0	0	3
20	82	50.047109	0.105084085	299.795566	299.47932	298.153599	299.795566	1.32572098	0	0	0	0	0	3
21	85	50.8057684	0.110338289	299.815769	299.484344	298.153599	299.815769	1.33074502	0	0	0	0	0	3
22	87	51.5990821	0.115592493	299.835304	299.48974	298.153599	299.835304	1.33614088	0	0	0	0	0	3
23	90	52.4251184	0.120846697	299.854127	299.495482	298.153599	299.854127	1.34188234	0	0	0	0	0	3
24	93	53.2727271	0.126100902	299.871986	299.501472	298.153599	299.871986	1.34787281	0	0	0	0	0	3
25	95	54.130989	0.131355106	299.888769	299.507613	298.153599	299.888769	1.35401352	0	0	0	0	0	3
26	98	55.4182895	0.13660931	299.91082	299.516979	298.153599	299.91082	1.36337953	0	0	0	0	0	3
27	101	56.6950026	0.141863514	299.93055	299.526292	298.153599	299.93055	1.37269274	0	0	0	0	0	3
28	104	57.9460995	0.147117719	299.948222	299.535402	298.153599	299.948222	1.3818025	0	0	0	0	0	3
29	107	59.1662014	0.152371923	299.964127	299.544243	298.153599	299.964127	1.3906435	0	0	0	0	0	3
30	110	60.355004	0.157626127	300.000307	299.553226	298.153599	300.000307	1.39962653	0	0	0	0	0	3
31	113	61.8847727	0.162880331	300.106268	299.566897	298.153599	300.106268	1.41329753	0	0	0	0	0	3
32	116	63.379911	0.168134536	300.211425	299.582101	298.153599	300.211425	1.42850201	0	0	0	0	0	3
33	119	64.8470579	0.17338874	300.328555	299.59899	298.153599	300.328555	1.44539033	0	0	0	0	0	3
34	122	66.2896594	0.178642944	300.456498	299.617651	298.153599	300.456498	1.4640515	0	0	0	0	0	3
35	124	67.7108526	0.183897148	300.586539	299.637987	298.153599	300.586539	1.48438765	0	0	0	0	0	3
36	128	69.1116691	0.189151353	300.71393	299.659795	298.153599	300.71393	1.50619581	0	0	0	0	0	3
37	131	70.4936093	0.194405557	300.834209	299.682818	298.153599	300.834209	1.52921875	0	0	0	0	0	3
38	133	71.8566672	0.199659761	300.945955	299.706779	298.153599	300.945955	1.55317935	0	0	0	0	0	3
39	136	73.2023027	0.204913965	301.047869	299.731431	298.153599	301.047869	1.57783183	0	0	0	0	0	3
40	139	74.5301983	0.21016817	301.140433	299.756535	298.153599	301.140433	1.60293586	0	0	0	0	0	3
41	142	75.8411404	0.215422374	301.224391	299.781908	298.153599	301.224391	1.62830829	0	0	0	0	0	3
42	145	77.1354356	0.220676578	301.299611	299.807374	298.153599	301.299611	1.65377461	0	0	0	0	0	3
